"idServidor","horario","valorLido"
"5c:cd:5b:bf:96:9a","2022-07-10 23:52:36",9.3
"5c:cd:5b:bf:96:9a","2022-07-11 01:45:56",50.3
"5c:cd:5b:bf:96:9a","2022-07-11 03:39:15",37.8
"5c:cd:5b:bf:96:9a","2022-07-11 05:32:35",10.2
"5c:cd:5b:bf:96:9a","2022-07-11 07:25:55",2.2
"5c:cd:5b:bf:96:9a","2022-07-11 09:19:14",30.5
"5c:cd:5b:bf:96:9a","2022-07-11 11:12:34",36.4
"5c:cd:5b:bf:96:9a","2022-07-11 13:05:54",11.1
"5c:cd:5b:bf:96:9a","2022-07-11 14:59:13",56.8
"5c:cd:5b:bf:96:9a","2022-07-11 16:52:33",2.2
"5c:cd:5b:bf:96:9a","2022-07-11 18:45:53",9.5
"5c:cd:5b:bf:96:9a","2022-07-11 20:39:12",66.2
"5c:cd:5b:bf:96:9a","2022-07-11 22:32:32",37
"5c:cd:5b:bf:96:9a","2022-07-12 00:25:51",46.5
"5c:cd:5b:bf:96:9a","2022-07-12 02:19:11",36.4
"5c:cd:5b:bf:96:9a","2022-07-12 04:12:31",68.6
"5c:cd:5b:bf:96:9a","2022-07-12 06:05:50",9.7
"5c:cd:5b:bf:96:9a","2022-07-12 07:59:10",10.2
"5c:cd:5b:bf:96:9a","2022-07-12 09:52:30",3.2
"5c:cd:5b:bf:96:9a","2022-07-12 11:45:49",93.6
"5c:cd:5b:bf:96:9a","2022-07-12 13:39:09",2.2
"5c:cd:5b:bf:96:9a","2022-07-12 15:32:29",19.5
"5c:cd:5b:bf:96:9a","2022-07-12 17:25:48",19.5
"5c:cd:5b:bf:96:9a","2022-07-12 19:19:08",24.3
"5c:cd:5b:bf:96:9a","2022-07-12 21:12:28",7
"5c:cd:5b:bf:96:9a","2022-07-12 23:05:47",35.1
"5c:cd:5b:bf:96:9a","2022-07-13 00:59:07",5.9
"5c:cd:5b:bf:96:9a","2022-07-13 02:52:27",22.4
"5c:cd:5b:bf:96:9a","2022-07-13 04:45:46",30.5
"5c:cd:5b:bf:96:9a","2022-07-13 06:39:06",44.4
"5c:cd:5b:bf:96:9a","2022-07-13 08:32:26",15.1
"5c:cd:5b:bf:96:9a","2022-07-13 10:25:45",36.4
"5c:cd:5b:bf:96:9a","2022-07-13 12:19:05",93.6
"5c:cd:5b:bf:96:9a","2022-07-13 14:12:25",9.1
"5c:cd:5b:bf:96:9a","2022-07-13 16:05:44",11.1
"5c:cd:5b:bf:96:9a","2022-07-13 17:59:04",36.4
"5c:cd:5b:bf:96:9a","2022-07-13 19:52:24",4.1
"5c:cd:5b:bf:96:9a","2022-07-13 21:45:43",20.2
"5c:cd:5b:bf:96:9a","2022-07-13 23:39:03",3.2
"5c:cd:5b:bf:96:9a","2022-07-14 01:32:23",66.2
"5c:cd:5b:bf:96:9a","2022-07-14 03:25:42",15.4
"5c:cd:5b:bf:96:9a","2022-07-14 05:19:02",9.1
"5c:cd:5b:bf:96:9a","2022-07-14 07:12:22",50.3
"5c:cd:5b:bf:96:9a","2022-07-14 09:05:41",26.6
"5c:cd:5b:bf:96:9a","2022-07-14 10:59:01",7.3
"5c:cd:5b:bf:96:9a","2022-07-14 12:52:20",2.2
"5c:cd:5b:bf:96:9a","2022-07-14 14:45:40",66.7
"5c:cd:5b:bf:96:9a","2022-07-14 16:39:00",15.1
"5c:cd:5b:bf:96:9a","2022-07-14 18:32:19",58.7
"5c:cd:5b:bf:96:9a","2022-07-14 20:25:39",21.2
"5c:cd:5b:bf:96:9a","2022-07-14 22:18:59",68.6
"5c:cd:5b:bf:96:9a","2022-07-15 00:12:18",27.1
"5c:cd:5b:bf:96:9a","2022-07-15 02:05:38",36.4
"5c:cd:5b:bf:96:9a","2022-07-15 03:58:58",50.3
"5c:cd:5b:bf:96:9a","2022-07-15 05:52:17",26.6
"5c:cd:5b:bf:96:9a","2022-07-15 07:45:37",3.2
"5c:cd:5b:bf:96:9a","2022-07-15 09:38:57",3.9
"5c:cd:5b:bf:96:9a","2022-07-15 11:32:16",28
"5c:cd:5b:bf:96:9a","2022-07-15 13:25:36",37.8
"5c:cd:5b:bf:96:9a","2022-07-15 15:18:56",2.2
"5c:cd:5b:bf:96:9a","2022-07-15 17:12:15",5.1
"5c:cd:5b:bf:96:9a","2022-07-15 19:05:35",11.1
"5c:cd:5b:bf:96:9a","2022-07-15 20:58:55",16
"5c:cd:5b:bf:96:9a","2022-07-15 22:52:14",24
"5c:cd:5b:bf:96:9a","2022-07-16 00:45:34",11.3
"5c:cd:5b:bf:96:9a","2022-07-16 02:38:54",12.8
"5c:cd:5b:bf:96:9a","2022-07-16 04:32:13",1.3
"5c:cd:5b:bf:96:9a","2022-07-16 06:25:33",20.2
"5c:cd:5b:bf:96:9a","2022-07-16 08:18:53",22.4
"5c:cd:5b:bf:96:9a","2022-07-16 10:12:12",22.5
"5c:cd:5b:bf:96:9a","2022-07-16 12:05:32",2.7
"5c:cd:5b:bf:96:9a","2022-07-16 13:58:52",41.1
"5c:cd:5b:bf:96:9a","2022-07-16 15:52:11",35.1
"5c:cd:5b:bf:96:9a","2022-07-16 17:45:31",3.2
"5c:cd:5b:bf:96:9a","2022-07-16 19:38:51",20.3
"5c:cd:5b:bf:96:9a","2022-07-16 21:32:10",7.9
"5c:cd:5b:bf:96:9a","2022-07-16 23:25:30",17.4
"5c:cd:5b:bf:96:9a","2022-07-17 01:18:50",5.9
"5c:cd:5b:bf:96:9a","2022-07-17 03:12:09",22.6
"5c:cd:5b:bf:96:9a","2022-07-17 05:05:29",12.8
"5c:cd:5b:bf:96:9a","2022-07-17 06:58:48",24.3
"5c:cd:5b:bf:96:9a","2022-07-17 08:52:08",18.4
"5c:cd:5b:bf:96:9a","2022-07-17 10:45:28",2.7
"5c:cd:5b:bf:96:9a","2022-07-17 12:38:47",2.2
"5c:cd:5b:bf:96:9a","2022-07-17 14:32:07",11.1
"5c:cd:5b:bf:96:9a","2022-07-17 16:25:27",36.4
"5c:cd:5b:bf:96:9a","2022-07-17 18:18:46",47.6
"5c:cd:5b:bf:96:9a","2022-07-17 20:12:06",7.1
"5c:cd:5b:bf:96:9a","2022-07-17 22:05:26",74.4
"5c:cd:5b:bf:96:9a","2022-07-17 23:58:45",71.6
"5c:cd:5b:bf:96:9a","2022-07-18 01:52:05",93.6
"5c:cd:5b:bf:96:9a","2022-07-18 03:45:25",28.2
"5c:cd:5b:bf:96:9a","2022-07-18 05:38:44",10.2
"5c:cd:5b:bf:96:9a","2022-07-18 07:32:04",1.7
"5c:cd:5b:bf:96:9a","2022-07-18 09:25:24",30.5
"5c:cd:5b:bf:96:9a","2022-07-18 11:18:43",56.8
"5c:cd:5b:bf:96:9a","2022-07-18 13:12:03",37
"5c:cd:5b:bf:96:9a","2022-07-18 15:05:23",50.3
"5c:cd:5b:bf:96:9a","2022-07-18 16:58:42",11.3
"5c:cd:5b:bf:96:9a","2022-07-18 18:52:02",11
"5c:cd:5b:bf:96:9a","2022-07-18 20:45:22",11.7
"5c:cd:5b:bf:96:9a","2022-07-18 22:38:41",50.5
"5c:cd:5b:bf:96:9a","2022-07-19 00:32:01",3.9
"5c:cd:5b:bf:96:9a","2022-07-19 02:25:21",93.6
"5c:cd:5b:bf:96:9a","2022-07-19 04:18:40",11
"5c:cd:5b:bf:96:9a","2022-07-19 06:12:00",27.1
"5c:cd:5b:bf:96:9a","2022-07-19 08:05:20",5.1
"5c:cd:5b:bf:96:9a","2022-07-19 09:58:39",22.5
"5c:cd:5b:bf:96:9a","2022-07-19 11:51:59",2.9
"5c:cd:5b:bf:96:9a","2022-07-19 13:45:19",17.4
"5c:cd:5b:bf:96:9a","2022-07-19 15:38:38",56.8
"5c:cd:5b:bf:96:9a","2022-07-19 17:31:58",14.9
"5c:cd:5b:bf:96:9a","2022-07-19 19:25:18",8.8
"5c:cd:5b:bf:96:9a","2022-07-19 21:18:37",9.1
"5c:cd:5b:bf:96:9a","2022-07-19 23:11:57",8.8
"5c:cd:5b:bf:96:9a","2022-07-20 01:05:16",1.7
"5c:cd:5b:bf:96:9a","2022-07-20 02:58:36",37.8
"5c:cd:5b:bf:96:9a","2022-07-20 04:51:56",20.2
"5c:cd:5b:bf:96:9a","2022-07-20 06:45:15",7
"5c:cd:5b:bf:96:9a","2022-07-20 08:38:35",9.7
"5c:cd:5b:bf:96:9a","2022-07-20 10:31:55",1.7
"5c:cd:5b:bf:96:9a","2022-07-20 12:25:14",6.1
"5c:cd:5b:bf:96:9a","2022-07-20 14:18:34",56.8
"5c:cd:5b:bf:96:9a","2022-07-20 16:11:54",28.2
"5c:cd:5b:bf:96:9a","2022-07-20 18:05:13",9.5
"5c:cd:5b:bf:96:9a","2022-07-20 19:58:33",21.2
"5c:cd:5b:bf:96:9a","2022-07-20 21:51:53",9.1
"5c:cd:5b:bf:96:9a","2022-07-20 23:45:12",3.2
"5c:cd:5b:bf:96:9a","2022-07-21 01:38:32",56.8
"5c:cd:5b:bf:96:9a","2022-07-21 03:31:52",2.2
"5c:cd:5b:bf:96:9a","2022-07-21 05:25:11",2.2
"5c:cd:5b:bf:96:9a","2022-07-21 07:18:31",16
"5c:cd:5b:bf:96:9a","2022-07-21 09:11:51",30.5
"5c:cd:5b:bf:96:9a","2022-07-21 11:05:10",24.3
"5c:cd:5b:bf:96:9a","2022-07-21 12:58:30",1.7
"5c:cd:5b:bf:96:9a","2022-07-21 14:51:50",26.4
"5c:cd:5b:bf:96:9a","2022-07-21 16:45:09",5.9
"5c:cd:5b:bf:96:9a","2022-07-21 18:38:29",1.7
"5c:cd:5b:bf:96:9a","2022-07-21 20:31:49",2.2
"5c:cd:5b:bf:96:9a","2022-07-21 22:25:08",11
"5c:cd:5b:bf:96:9a","2022-07-22 00:18:28",11.1
"5c:cd:5b:bf:96:9a","2022-07-22 02:11:48",28
"5c:cd:5b:bf:96:9a","2022-07-22 04:05:07",15.1
"5c:cd:5b:bf:96:9a","2022-07-22 05:58:27",29.7
"5c:cd:5b:bf:96:9a","2022-07-22 07:51:47",50.3
"5c:cd:5b:bf:96:9a","2022-07-22 09:45:06",20.3
"5c:cd:5b:bf:96:9a","2022-07-22 11:38:26",27.1
"5c:cd:5b:bf:96:9a","2022-07-22 13:31:46",9.3
"5c:cd:5b:bf:96:9a","2022-07-22 15:25:05",5.1
"5c:cd:5b:bf:96:9a","2022-07-22 17:18:25",11.1
"5c:cd:5b:bf:96:9a","2022-07-22 19:11:44",93.6
"5c:cd:5b:bf:96:9a","2022-07-22 21:05:04",53.1
"5c:cd:5b:bf:96:9a","2022-07-22 22:58:24",11
"5c:cd:5b:bf:96:9a","2022-07-23 00:51:43",21.2
"5c:cd:5b:bf:96:9a","2022-07-23 02:45:03",8.8
"5c:cd:5b:bf:96:9a","2022-07-23 04:38:23",9.7
"5c:cd:5b:bf:96:9a","2022-07-23 06:31:42",7.9
"5c:cd:5b:bf:96:9a","2022-07-23 08:25:02",31.2
"5c:cd:5b:bf:96:9a","2022-07-23 10:18:22",11.3
"5c:cd:5b:bf:96:9a","2022-07-23 12:11:41",36.4
"5c:cd:5b:bf:96:9a","2022-07-23 14:05:01",7.9
"5c:cd:5b:bf:96:9a","2022-07-23 15:58:21",7
"5c:cd:5b:bf:96:9a","2022-07-23 17:51:40",54.6
"5c:cd:5b:bf:96:9a","2022-07-23 19:45:00",7.3
"5c:cd:5b:bf:96:9a","2022-07-23 21:38:20",14.9
"5c:cd:5b:bf:96:9a","2022-07-23 23:31:39",20.2
"5c:cd:5b:bf:96:9a","2022-07-24 01:24:59",31.2
"5c:cd:5b:bf:96:9a","2022-07-24 03:18:19",37.8
"5c:cd:5b:bf:96:9a","2022-07-24 05:11:38",28.2
"5c:cd:5b:bf:96:9a","2022-07-24 07:04:58",11.3
"5c:cd:5b:bf:96:9a","2022-07-24 08:58:18",28.2
"5c:cd:5b:bf:96:9a","2022-07-24 10:51:37",1.7
"5c:cd:5b:bf:96:9a","2022-07-24 12:44:57",27.9
"5c:cd:5b:bf:96:9a","2022-07-24 14:38:17",3.9
"5c:cd:5b:bf:96:9a","2022-07-24 16:31:36",19.5
"5c:cd:5b:bf:96:9a","2022-07-24 18:24:56",92
"5c:cd:5b:bf:96:9a","2022-07-24 20:18:16",21.2
"5c:cd:5b:bf:96:9a","2022-07-24 22:11:35",66.7
"5c:cd:5b:bf:96:9a","2022-07-25 00:04:55",39.8
"5c:cd:5b:bf:96:9a","2022-07-25 01:58:15",27.9
"5c:cd:5b:bf:96:9a","2022-07-25 03:51:34",11.3
"5c:cd:5b:bf:96:9a","2022-07-25 05:44:54",15.1
"5c:cd:5b:bf:96:9a","2022-07-25 07:38:14",33.5
"5c:cd:5b:bf:96:9a","2022-07-25 09:31:33",18.4
"5c:cd:5b:bf:96:9a","2022-07-25 11:24:53",71.6
"5c:cd:5b:bf:96:9a","2022-07-25 13:18:12",9.5
"5c:cd:5b:bf:96:9a","2022-07-25 15:11:32",11.3
"5c:cd:5b:bf:96:9a","2022-07-25 17:04:52",60
"5c:cd:5b:bf:96:9a","2022-07-25 18:58:11",15.1
"5c:cd:5b:bf:96:9a","2022-07-25 20:51:31",6.1
"5c:cd:5b:bf:96:9a","2022-07-25 22:44:51",35.1
"5c:cd:5b:bf:96:9a","2022-07-26 00:38:10",92
"5c:cd:5b:bf:96:9a","2022-07-26 02:31:30",20.3
"5c:cd:5b:bf:96:9a","2022-07-26 04:24:50",24
"5c:cd:5b:bf:96:9a","2022-07-26 06:18:09",1.3
"5c:cd:5b:bf:96:9a","2022-07-26 08:11:29",9.7
"5c:cd:5b:bf:96:9a","2022-07-26 10:04:49",11
"5c:cd:5b:bf:96:9a","2022-07-26 11:58:08",53.1
"5c:cd:5b:bf:96:9a","2022-07-26 13:51:28",35.1
"5c:cd:5b:bf:96:9a","2022-07-26 15:44:48",29.7
"5c:cd:5b:bf:96:9a","2022-07-26 17:38:07",50.3
"5c:cd:5b:bf:96:9a","2022-07-26 19:31:27",7.1
"5c:cd:5b:bf:96:9a","2022-07-26 21:24:47",9.1
"5c:cd:5b:bf:96:9a","2022-07-26 23:18:06",7
"5c:cd:5b:bf:96:9a","2022-07-27 01:11:26",7
"5c:cd:5b:bf:96:9a","2022-07-27 03:04:46",24.3
"5c:cd:5b:bf:96:9a","2022-07-27 04:58:05",7.1
"5c:cd:5b:bf:96:9a","2022-07-27 06:51:25",12.2
"5c:cd:5b:bf:96:9a","2022-07-27 08:44:45",8.8
"5c:cd:5b:bf:96:9a","2022-07-27 10:38:04",9.3
"5c:cd:5b:bf:96:9a","2022-07-27 12:31:24",35.1
"5c:cd:5b:bf:96:9a","2022-07-27 14:24:44",1.3
"5c:cd:5b:bf:96:9a","2022-07-27 16:18:03",9.3
"5c:cd:5b:bf:96:9a","2022-07-27 18:11:23",8.8
"5c:cd:5b:bf:96:9a","2022-07-27 20:04:43",7.3
"5c:cd:5b:bf:96:9a","2022-07-27 21:58:02",2.2
"5c:cd:5b:bf:96:9a","2022-07-27 23:51:22",29.7
"5c:cd:5b:bf:96:9a","2022-07-28 01:44:41",4.2
"5c:cd:5b:bf:96:9a","2022-07-28 03:38:01",22.6
"5c:cd:5b:bf:96:9a","2022-07-28 05:31:21",7.3
"5c:cd:5b:bf:96:9a","2022-07-28 07:24:40",10.2
"5c:cd:5b:bf:96:9a","2022-07-28 09:18:00",9.7
"5c:cd:5b:bf:96:9a","2022-07-28 11:11:20",9.5
"5c:cd:5b:bf:96:9a","2022-07-28 13:04:39",24
"5c:cd:5b:bf:96:9a","2022-07-28 14:57:59",24
"5c:cd:5b:bf:96:9a","2022-07-28 16:51:19",6.1
"5c:cd:5b:bf:96:9a","2022-07-28 18:44:38",14.9
"5c:cd:5b:bf:96:9a","2022-07-28 20:37:58",28
"5c:cd:5b:bf:96:9a","2022-07-28 22:31:18",39.8
"5c:cd:5b:bf:96:9a","2022-07-29 00:24:37",18.4
"5c:cd:5b:bf:96:9a","2022-07-29 02:17:57",35.1
"5c:cd:5b:bf:96:9a","2022-07-29 04:11:17",6.1
"5c:cd:5b:bf:96:9a","2022-07-29 06:04:36",54.9
"5c:cd:5b:bf:96:9a","2022-07-29 07:57:56",27.1
"5c:cd:5b:bf:96:9a","2022-07-29 09:51:16",74.4
"5c:cd:5b:bf:96:9a","2022-07-29 11:44:35",20.3
"5c:cd:5b:bf:96:9a","2022-07-29 13:37:55",15.7
"5c:cd:5b:bf:96:9a","2022-07-29 15:31:15",7.3
"5c:cd:5b:bf:96:9a","2022-07-29 17:24:34",36.4
"5c:cd:5b:bf:96:9a","2022-07-29 19:17:54",24.3
"5c:cd:5b:bf:96:9a","2022-07-29 21:11:14",12.2
"5c:cd:5b:bf:96:9a","2022-07-29 23:04:33",5.1
"5c:cd:5b:bf:96:9a","2022-07-30 00:57:53",20.3
"5c:cd:5b:bf:96:9a","2022-07-30 02:51:13",44.4
"5c:cd:5b:bf:96:9a","2022-07-30 04:44:32",11.7
"5c:cd:5b:bf:96:9a","2022-07-30 06:37:52",35.5
"5c:cd:5b:bf:96:9a","2022-07-30 08:31:12",35.1
"5c:cd:5b:bf:96:9a","2022-07-30 10:24:31",7.3
"5c:cd:5b:bf:96:9a","2022-07-30 12:17:51",15.4
"5c:cd:5b:bf:96:9a","2022-07-30 14:11:11",30.5
"5c:cd:5b:bf:96:9a","2022-07-30 16:04:30",53.1
"5c:cd:5b:bf:96:9a","2022-07-30 17:57:50",31.2
"5c:cd:5b:bf:96:9a","2022-07-30 19:51:09",26.4
"5c:cd:5b:bf:96:9a","2022-07-30 21:44:29",27.1
"5c:cd:5b:bf:96:9a","2022-07-30 23:37:49",27.9
"5c:cd:5b:bf:96:9a","2022-07-31 01:31:08",22.6
"5c:cd:5b:bf:96:9a","2022-07-31 03:24:28",60
"5c:cd:5b:bf:96:9a","2022-07-31 05:17:48",4.2
"5c:cd:5b:bf:96:9a","2022-07-31 07:11:07",58.7
"5c:cd:5b:bf:96:9a","2022-07-31 09:04:27",26.6
"5c:cd:5b:bf:96:9a","2022-07-31 10:57:47",56.8
"5c:cd:5b:bf:96:9a","2022-07-31 12:51:06",7
"5c:cd:5b:bf:96:9a","2022-07-31 14:44:26",27.9
"5c:cd:5b:bf:96:9a","2022-07-31 16:37:46",53.1
"5c:cd:5b:bf:96:9a","2022-07-31 18:31:05",71.6
"5c:cd:5b:bf:96:9a","2022-07-31 20:24:25",66.2
"5c:cd:5b:bf:96:9a","2022-07-31 22:17:45",71.6
"5c:cd:5b:bf:96:9a","2022-08-01 00:11:04",39.3
"5c:cd:5b:bf:96:9a","2022-08-01 02:04:24",5.1
"5c:cd:5b:bf:96:9a","2022-08-01 03:57:44",5.1
"5c:cd:5b:bf:96:9a","2022-08-01 05:51:03",28
"5c:cd:5b:bf:96:9a","2022-08-01 07:44:23",7.1
"5c:cd:5b:bf:96:9a","2022-08-01 09:37:43",1.7
"5c:cd:5b:bf:96:9a","2022-08-01 11:31:02",12.2
